	dim1	dim2	pt
E118_335	2.6390612	-0.12291109	0.41834
E908_744	-4.315108	8.902801	0.93216
E391_758	-3.6560771	8.054655	0.94975
E760_741	-3.5360346	6.1040916	0.92839
E208_259	0.9168082	-2.8979843	0.32286
E859_642	0.75913274	3.707968	0.80402
E625_634	-2.6238167	7.347152	0.79397
E932_667	-3.1058774	6.3772497	0.83543
E94_163	1.1658518	-7.7045536	0.20226
E712_337	-1.5133919	-1.8297502	0.42085
E27_616	-3.6995292	4.201854	0.77136
E548_194	3.2981017	-10.895392	0.24121
E705_546	-3.6839964	-0.22775523	0.68342
E654_789	-4.2165446	8.637209	0.98869
E713_104	2.9842541	-11.290676	0.12814
E490_179	1.3802452	-7.2830014	0.22236
E861_496	3.380693	1.2674538	0.6206
E736_402	1.9745778	-0.36965334	0.50251
E323_325	-1.2615176	-1.643881	0.40578
E244_540	1.7007687	3.4112465	0.67588
E975_533	-3.4149477	5.4445505	0.66709
E151_249	1.2575787	-5.848415	0.3103
E820_715	-3.8593187	2.5686533	0.89573
E282_13	3.5230286	-13.043423	0.01382
E210_101	1.9458518	-9.917856	0.12437
E807_667	-3.8236861	7.604037	0.83543
E561_552	2.899155	2.7912364	0.69095
E106_296	-1.1442558	-2.5238423	0.36935
E704_570	-3.468205	3.3283055	0.71357
E743_296	-1.0821934	-2.2986658	0.36935
E615_646	-4.0572157	2.9812315	0.80905
E326_498	2.4839554	2.3608284	0.62312
E912_266	1.218728	-5.7981725	0.33166
E411_575	-3.7622652	3.7367756	0.71985
E366_788	-3.2435524	7.5195394	0.98744
E254_621	-2.259521	6.3607273	0.77764
E197_677	1.0372074	4.015296	0.84799
E87_567	1.6107754	3.1843803	0.7098
E426_608	-0.6046468	5.2245274	0.76131
E954_423	2.898728	1.6334742	0.52889
E992_105	3.3943954	-11.612153	0.1294
E356_319	2.2077677	-1.0726149	0.39824
E425_582	-3.3260171	3.9859257	0.72864
E806_169	1.7196519	-6.309561	0.2098
E139_739	-4.535245	9.960007	0.92588
E978_572	-3.4634805	3.3717809	0.71608
E664_518	-3.9796011	0.3063204	0.64824
E389_666	0.5802466	4.2855387	0.83417
E981_758	-2.8737354	4.576868	0.94975
E429_108	1.5159588	-10.201996	0.13317
E619_210	0.96089333	-6.015046	0.26131
E322_673	-3.8918192	8.494148	0.84296
E278_103	2.1843402	-11.444523	0.12688
E327_751	-3.2526042	7.8473477	0.94095
E714_440	2.294475	1.505836	0.55025
E474_361	-1.7221221	-1.7375561	0.45101
E504_350	0.6696062	-2.493715	0.43719
E969_474	2.4537902	2.1972823	0.59296
E613_489	-3.6077743	0.21887206	0.61181
E671_378	-1.8414009	-1.3997011	0.47236
E459_68	2.885039	-11.527469	0.08291
E255_451	2.857254	2.1445217	0.56407
E640_618	-4.103904	3.774093	0.77387
E627_751	-4.003056	8.928199	0.94095
E568_336	-2.0661814	-1.9127057	0.4196
E700_266	1.3844432	-4.927532	0.33166
E507_48	2.0078118	-11.73173	0.05779
E383_529	1.3021578	4.3464594	0.66206
E643_725	-3.7859666	7.2509813	0.90829
E854_145	3.1734838	-11.221374	0.17965
E626_386	1.8453571	1.8531566	0.48241
E346_51	2.5784886	-12.775694	0.06156
E18_167	1.5605385	-8.546792	0.20729
E213_157	1.6909243	-7.313578	0.19472
E910_314	-1.8349724	-2.374585	0.39196
E777_485	-2.4562037	-1.090892	0.60678
E701_181	2.4633794	-8.078889	0.22487
E30_140	2.393912	-8.334402	0.17337
E382_75	2.944397	-12.088298	0.09171
E596_122	2.3905892	-11.297343	0.15075
E766_134	2.2678082	-11.236555	0.16583
E834_158	2.705096	-10.713687	0.19598
E348_474	2.1599312	1.7069844	0.59296
E546_578	-4.160146	-0.61359435	0.72362
E856_485	2.6541967	1.0305843	0.60678
E225_69	3.061897	-11.794019	0.08417
E61_100	2.2279894	-10.157696	0.12312
E468_402	2.0185068	0.017059326	0.50251
E589_400	2.938932	0.15845951	0.5
E60_123	2.9309103	-10.440558	0.15201
E948_261	0.10514322	-2.938244	0.32538
E610_205	2.7644427	-8.020656	0.25503
E227_504	3.208255	2.2640295	0.63065
E808_169	2.1198864	-10.387336	0.2098
E947_101	3.2619452	-11.686857	0.12437
E945_108	2.286024	-8.773634	0.13317
E82_160	2.7928998	-10.211484	0.19849
E354_577	-1.1477139	6.238479	0.72236
E744_637	-3.5628366	9.3732195	0.79774
E986_554	-3.7655535	2.1816418	0.69347
E864_241	0.71949655	-6.381252	0.30025
E110_267	1.6474568	-5.044556	0.33291
E827_152	3.6862764	-11.368201	0.18844
E452_759	-4.5185614	10.133446	0.95101
E482_208	1.2971606	-7.0756497	0.25879
E257_272	0.014409447	-3.2225826	0.3392
E417_467	2.358719	0.97196645	0.58417
E72_386	2.1217155	2.107529	0.48241
E51_430	-2.0915816	-1.4883293	0.53769
E408_391	-1.3274981	-2.4913065	0.48869
E186_548	-4.10116	2.003695	0.68593
E746_688	-3.3897085	7.1432366	0.86181
E251_182	2.02547	-8.304225	0.22613
E413_627	-3.9647486	6.842567	0.78518
E147_404	-2.902638	-0.36111858	0.50503
