	dim1	dim2	pt
E424_710	-2.727396	1.5085156	0.4739304812834224
E650_1375	12.000932	-3.117088	0.9184491978609626
E105_919	3.1738734	-0.83327556	0.6136363636363636
E753_308	-9.810103	4.27094	0.2052139037433155
E634_254	-10.818041	4.242622	0.1691176470588235
E475_1404	10.174542	-3.298031	0.9378342245989304
E766_1130	4.1601925	-0.1795239	0.7546791443850267
E503_18	-13.825766	5.016823	0.0113636363636363
E112_812	2.4955637	0.0620886	0.5421122994652406
E345_1082	6.4924717	-1.8675421	0.7225935828877005
E172_871	2.4961567	-0.3167967	0.5815508021390374
E829_70	-13.258237	5.2452097	0.0461229946524064
E218_205	-10.361773	4.338338	0.1363636363636363
E52_810	-0.6109579	0.14004973	0.5407754010695187
E179_379	-8.235264	3.59894	0.2526737967914438
E664_282	-8.765693	4.374398	0.1878342245989304
E237_766	0.2158126	0.00550922	0.5113636363636364
E82_559	-6.3446503	3.0090785	0.3729946524064171
E733_1220	9.802732	-3.5256107	0.8148395721925134
E72_1463	9.581184	-2.1043048	0.9772727272727272
E577_1111	5.777321	-1.5820743	0.7419786096256684
E263_1052	4.0767703	0.07925637	0.7025401069518716
E843_1113	7.203322	-2.0013554	0.7433155080213903
E61_1439	10.374423	-3.1081147	0.961229946524064
E873_1125	4.6147976	-1.7803279	0.7513368983957219
E612_105	-12.609758	4.415274	0.0695187165775401
E576_1392	12.398779	-2.7475917	0.9298128342245988
E641_1276	9.522328	-2.4969816	0.8522727272727273
E204_168	-11.349176	4.589617	0.1116310160427807
E288_799	0.9295902	0.06232339	0.5334224598930482
E20_1213	10.151336	-2.6237214	0.8101604278074866
E536_720	0.9541115	0.57112074	0.480614973262032
E359_1350	10.330782	-2.359991	0.9017379679144384
E201_854	1.2544273	-0.3672672	0.5701871657754011
E736_624	-3.2935913	1.61433	0.4164438502673797
E676_263	-10.120363	4.146468	0.1751336898395722
E490_422	-6.548348	3.5071054	0.2814171122994652
E849_223	-10.946726	4.15095	0.1483957219251337
E104_645	-3.7912116	1.2513599	0.4304812834224599
E991_1025	6.2303443	-2.1444569	0.6844919786096256
E191_249	-8.93401	3.8745677	0.1657754010695187
E651_1064	5.693687	-1.5597306	0.7105614973262032
E546_138	-11.775324	5.1741796	0.0915775401069518
E603_525	-3.8997672	1.8916695	0.3502673796791444
E489_217	-9.84833	3.9294453	0.1443850267379679
E122_319	-8.815283	3.3773897	0.212566844919786
E964_1303	9.402849	-3.7760286	0.8703208556149733
E838_1426	11.787725	-2.4869814	0.9525401069518716
E588_915	1.9748083	-0.5681765	0.6109625668449198
E610_630	-2.521176	1.8597758	0.4204545454545454
E652_842	1.6894438	-0.23935276	0.5621657754010695
E542_900	5.029294	-0.5967613	0.6009358288770054
E682_1391	12.470439	-3.0563474	0.929144385026738
E196_250	-10.500732	4.3490977	0.1664438502673796
E173_163	-11.979862	5.219544	0.1082887700534759
E236_916	0.9898085	0.09599535	0.6116310160427807
E659_359	-6.9334354	3.2894506	0.2393048128342246
E677_1181	6.376562	-1.8106761	0.7887700534759359
E507_442	-5.5288	2.5563235	0.2947860962566845
E621_115	-12.775314	4.937746	0.0762032085561497
E150_499	-5.224615	2.4751647	0.3328877005347593
