	dim1	dim2	pt
E939_134	3.0258691	-7.052955	0.16603
E230_258	3.9476154	-1.5773282	0.32319
E337_737	-4.6620755	-5.1549144	0.93029
E881_706	4.630187	8.580086	0.891
E224_588	4.505424	8.16171	0.74144
E186_94	3.6594377	-5.368143	0.11534
E570_402	-2.3285859	-2.197984	0.5057
E279_158	3.5758107	-3.2936559	0.19645
E82_721	-4.3683524	3.8001468	0.91001
E850_365	0.16511045	1.4740547	0.45881
E71_726	3.2544425	8.986894	0.91635
E501_704	4.2713585	8.998712	0.88847
E212_283	3.6620557	-0.84383494	0.35488
E157_432	-3.293927	3.43058	0.54373
E952_133	2.7893085	-6.453443	0.16477
E582_573	-3.256335	-4.641148	0.72243
E733_381	-1.9219666	-1.5874056	0.47909
E666_80	3.5191019	-6.5563807	0.09759
E211_426	2.824378	6.4545274	0.53612
E946_146	4.4059243	-4.8781223	0.18124
E720_470	3.2630005	6.1922007	0.59189
E130_50	2.9946191	-7.8735294	0.05957
E205_224	3.1206224	-1.2095438	0.2801
E888_293	0.27196553	1.958976	0.36755
E904_361	-2.161911	2.8042016	0.45374
E963_378	-2.261258	-1.981597	0.47529
E79_548	-3.385771	-4.0061426	0.69075
E892_227	3.4051845	-3.1257007	0.2839
E354_230	2.8989055	-0.10417185	0.28771
E765_33	3.132736	-8.675703	0.03802
E800_533	-3.6913514	-3.9173737	0.67174
E256_752	-4.9827466	4.042712	0.9493
E268_624	3.8413434	7.343254	0.78707
E876_338	-2.058113	-1.5326746	0.42459
E352_466	0.01684973	1.0118093	0.58682
E179_581	4.199987	8.804742	0.73257
E436_93	2.9212282	-7.3048644	0.11407
E891_303	-0.6194107	-0.5534914	0.38023
E132_484	-3.3654423	3.4104207	0.60963
E66_465	-1.385674	2.3966103	0.58555
E930_300	2.314184	2.619443	0.37643
E880_206	3.488046	-1.0751517	0.25729
E401_387	-0.9793863	-0.56594735	0.48669
E38_275	0.3527645	1.4571099	0.34474
E135_657	-3.4449584	-5.2469296	0.8289
E618_730	-4.6966524	3.76873	0.92142
E451_149	3.7850218	-6.040889	0.18504
E715_179	3.7049	-4.5565453	0.22307
E229_308	1.3774594	0.09624197	0.38657
E965_487	-3.0230632	-3.3037484	0.61343
E387_752	-4.505518	-5.0116816	0.9493
E192_787	-4.4447455	-5.3470306	0.99366
E415_433	2.9092736	5.3499904	0.54499
E393_649	3.8292134	9.068074	0.81876
E165_372	0.22116031	0.67673755	0.46768
E653_307	2.1494408	-1.5860286	0.3853
E723_684	-4.3451924	-4.5323586	0.86312
E239_84	3.4434354	-7.14606	0.10266
E76_484	2.3107114	3.3784552	0.60963
E238_307	2.5299685	4.0102024	0.3853
E926_203	3.9466405	-2.0473466	0.25349
E540_242	3.510762	-0.9467939	0.30292
E296_424	3.140839	6.370477	0.53359
E358_100	3.5464518	-6.3958616	0.12294
E805_45	3.0725074	-8.611254	0.05323
E516_527	3.5291734	7.167937	0.66413
E267_194	1.2256315	0.092737146	0.24208
E696_685	-3.9594543	-5.3346086	0.86439
E872_558	3.0079303	7.9991245	0.70342
E474_64	2.437068	-7.841596	0.07731
E137_453	-2.793811	2.9860878	0.57034
E388_323	1.0478445	0.93544155	0.40558
E122_44	2.8490362	-8.542999	0.05196
E796_3	2.2786446	-9.262933	0.0
E42_80	3.8661675	-7.348751	0.09759
E103_611	-3.9080827	3.9094307	0.7706
E647_637	3.485096	8.666883	0.80355
E426_307	2.4209554	2.23423	0.3853
E975_82	3.7451706	-7.393337	0.10013
E900_237	1.5645455	0.621482	0.29658
E227_667	4.314954	8.063034	0.84157
E196_611	-3.9102108	-3.7347841	0.7706
E518_211	3.1446133	-1.678678	0.26362
E598_735	3.9725919	8.623972	0.92776
E508_705	-4.042383	-5.217177	0.88973
E391_367	-2.2946653	2.9147635	0.46134
E342_237	2.9718761	-2.1969855	0.29658
E970_365	1.6262244	2.2752037	0.45881
E178_719	4.5170946	9.206126	0.90748
E309_782	4.7520633	8.654496	0.98733
E329_261	2.1801817	0.8347172	0.327
E96_266	2.673943	-0.05387281	0.33333
E355_703	3.0434504	8.552889	0.8872
E308_421	-2.5661879	-2.4454386	0.52978
E57_577	2.9578664	7.6401577	0.7275
E40_215	3.458694	-1.5766383	0.26869
E370_564	3.9965954	7.5548573	0.71103
E729_21	2.6894329	-9.201566	0.02281
E427_119	4.6675787	-5.6114097	0.14702
E670_602	-4.210556	4.4317517	0.75919
E532_558	-3.8449106	3.6436353	0.70342
E791_775	4.3555617	8.994658	0.97845
E643_183	3.3630607	-5.498916	0.22814
E871_671	3.669509	8.545665	0.84664
E412_592	3.1897764	8.041299	0.74651
E758_21	2.307526	-9.036201	0.02281
E847_743	-4.3151813	-5.254039	0.9379
E163_678	3.015409	8.676256	0.85551
E236_164	4.1437206	-4.3215904	0.20406
E993_254	2.0195353	1.0543464	0.31812
E686_594	3.785188	7.8548055	0.74905
E312_294	1.5175726	2.6971276	0.36882
E23_732	-4.987317	4.06556	0.92395
E472_691	-4.826384	-4.977155	0.87199
E846_645	-4.470576	3.4495409	0.81369
E641_594	-3.844391	-5.0904245	0.74905
E853_196	3.1373293	-5.3362727	0.24461
E709_34	2.292083	-8.728467	0.03929
E773_455	-3.2963014	-3.7021353	0.57288
E480_498	-3.7175438	3.4640179	0.62738
E527_409	-2.7203257	3.0047908	0.51458
E380_14	2.6981893	-9.217401	0.01394
E435_202	2.19801	0.3796732	0.25222
E761_577	-3.88069	3.6754506	0.7275
E955_750	4.014855	9.135468	0.94677
E557_471	-1.1109327	0.76849437	0.59316
E170_146	3.115329	-4.520578	0.18124
E608_120	4.986298	-7.1453266	0.14829
E836_462	2.4346054	3.6282203	0.58175
E13_410	2.4413261	3.742344	0.51584
