	dim1	dim2	pt
E971_767	5.145762	9.078151	0.96226
E534_634	5.682279	9.31921	0.79497
E174_600	3.4939644	-2.4009879	0.7522
E674_35	-9.384695	2.8582454	0.04151
E524_567	5.8424134	8.781276	0.71069
E473_711	4.877043	-3.4668055	0.89182
E82_271	-5.477706	2.4820151	0.33836
E820_607	5.603645	8.544261	0.76101
E643_728	6.3436465	9.534007	0.91321
E693_773	4.2836967	-3.680436	0.96981
E201_496	2.6898634	-1.7735767	0.62138
E612_590	5.2509065	9.786686	0.73962
E685_151	-6.326563	3.08979	0.18742
E205_753	4.10005	-4.157039	0.94465
E999_579	3.747003	-2.66894	0.72579
E601_697	4.17217	-2.9124608	0.87421
E386_78	-8.083287	3.2346642	0.0956
E870_715	3.6150353	-4.14039	0.89686
E984_339	-0.83673835	2.0346522	0.4239
E864_155	-6.2408185	3.014548	0.19245
E888_388	1.441065	-0.28432333	0.48553
E377_211	-3.1506689	2.5168767	0.26289
E76_767	5.70582	10.031023	0.96226
E794_212	-4.03507	2.5794125	0.26415
E438_76	-8.264183	3.2272115	0.09308
E844_115	-6.181803	2.3292046	0.14214
E67_50	-9.440367	3.2309964	0.06038
E278_549	5.9239445	10.20494	0.68805
E660_425	2.253577	5.6645617	0.53208
E682_112	-6.9132433	2.9600084	0.13836
E737_242	-1.4549344	2.9358375	0.30189
E597_78	-8.2885275	3.1041515	0.0956
E757_514	1.6676913	-0.7306358	0.64403
E20_449	2.664743	-2.3980172	0.56226
E807_673	6.043539	10.063641	0.84403
E656_110	-7.3571224	2.7931178	0.13585
E692_702	-4.081458	2.920917	0.8805
E791_772	4.3806825	-4.2737517	0.96855
E512_225	-3.8545718	3.6556096	0.2805
E152_319	-0.49972615	3.1512	0.39874
E929_46	-9.185393	2.781041	0.05535
E874_502	5.871616	8.465127	0.62893
E773_219	-4.6076584	2.2479553	0.27296
E708_308	-3.3123384	3.615095	0.38491
E239_63	-9.088869	3.5095074	0.07673
E195_44	-9.453385	3.599025	0.05283
E978_205	-5.8032064	3.104784	0.25535
E402_273	-2.421362	3.4530666	0.34088
E55_766	5.33924	9.497779	0.96101
E793_673	5.5114865	9.793366	0.84403
E558_526	2.948654	-2.34615	0.65912
E665_434	1.3474144	0.17166117	0.5434
E360_10	-10.124766	2.9717484	0.01006
E764_15	-10.12589	3.235596	0.01635
E451_337	-0.56896853	1.7511321	0.42138
E742_309	-1.1709446	2.957522	0.38616
E751_424	0.7592372	4.068805	0.53082
E40_176	-3.619222	2.5844872	0.21887
E813_117	-6.0680776	3.3148801	0.14465
E822_415	-0.22441348	1.279635	0.5195
E607_187	-4.949896	3.3907058	0.2327
E944_588	3.0050004	-3.2424202	0.73711
E537_49	-9.214974	3.4748273	0.05912
E499_661	3.4324508	-3.062677	0.82893
E925_348	-2.0057516	3.1896307	0.43522
E88_496	3.5863295	7.4736333	0.62138
E683_121	-7.218173	2.9475021	0.14969
E625_583	4.6939993	9.511705	0.73082
E803_453	1.6536661	-0.14146869	0.5673
E761_29	-9.452407	3.3040037	0.03396
E752_666	6.3570976	9.494784	0.83522
E213_638	3.890814	8.070224	0.8
E337_13	-10.199017	3.4174402	0.01384
E638_254	-3.6455216	3.6793818	0.31698
E536_45	-9.351984	2.908816	0.05409
E306_585	6.2572412	9.2463045	0.73333
E943_619	6.316881	7.943459	0.7761
E895_795	4.9700265	10.095105	0.99748
E769_546	4.576383	8.560883	0.68428
E509_455	2.7170825	-3.11047	0.56981
E346_455	1.6097043	-0.5665509	0.56981
E974_307	0.8950096	4.1953506	0.38365
E182_256	-2.417001	2.8646543	0.3195
E457_508	5.351706	8.362268	0.63648
E144_750	4.440264	-3.8829682	0.94088
E560_795	3.4944334	-4.04653	0.99748
E224_694	3.2254255	-3.9538362	0.87044
E178_95	-8.012429	3.115539	0.11698
E652_257	-3.5084052	2.1783187	0.32075
E38_676	2.9634564	-4.3257756	0.8478
E889_436	3.8299148	7.234925	0.54591
E900_307	-1.3235759	2.7401714	0.38365
E586_8	-10.216493	3.1589725	0.00755
E497_349	0.68511933	3.6858144	0.43648
E301_537	2.7747498	-3.6456203	0.67296
E476_361	1.117857	4.1234765	0.45157
E871_152	-6.868334	3.7110476	0.18868
E663_751	5.7535386	9.689015	0.94214
E862_44	-9.37099	3.0718682	0.05283
E568_176	-4.669591	2.798035	0.21887
E9_654	5.1803994	9.32173	0.82013
E930_253	-3.4872375	1.7255569	0.31572
E526_34	-9.803109	3.477561	0.04025
E381_644	6.0141554	9.962543	0.80755
E922_10	-10.248121	3.4480455	0.01006
E690_284	-2.09773	2.9441845	0.35472
E904_751	5.611183	10.079991	0.94214
E812_751	4.1360116	-4.5945907	0.94214
E592_153	-4.9857955	3.0522718	0.18994
E139_506	3.052838	6.7323203	0.63396
E150_646	4.680105	10.695172	0.81006
E603_53	-9.118923	3.2943325	0.06415
E127_655	3.4653153	-3.7995894	0.82138
E886_140	-6.8874736	2.736212	0.17358
E433_122	-6.9049034	2.8974206	0.15094
E173_279	-0.27734077	3.1920795	0.34843
E64_774	6.1110134	9.068797	0.97107
E505_594	5.0051913	9.063664	0.74465
E299_740	3.477279	-4.4157343	0.9283
E806_7	-10.319221	3.4547942	0.00629
E828_28	-9.727218	3.1350715	0.0327
E519_786	3.8559697	-4.4882083	0.98616
E799_260	-2.1009743	3.0831974	0.32453
E838_347	-1.1823692	2.3591719	0.43396
E741_316	0.5393885	0.8638047	0.39497
E689_26	-9.753313	2.8529277	0.03019
E323_566	4.342973	9.72741	0.70943
E931_12	-10.243384	3.1577365	0.01258
E297_330	-1.1328653	2.951125	0.41258
E946_150	-5.3072767	3.053263	0.18616
E521_668	2.8891284	-2.2553627	0.83774
E231_633	5.5028167	8.675788	0.79371
E997_691	5.8078547	9.844103	0.86667
E2_517	4.350164	-3.0196583	0.6478
E725_573	3.3953469	-2.5022452	0.71824
E779_592	3.4495041	-3.998721	0.74214
E546_56	-9.69286	3.703299	0.06792
E138_75	-8.580162	3.0041206	0.09182
E827_45	-9.480553	2.9413536	0.05409
E282_214	-4.510344	2.5765662	0.26667
E192_585	3.1562762	-3.953483	0.73333
E920_152	-5.5171742	3.4976711	0.18868
E141_682	6.000535	9.541352	0.85535
E615_639	4.6162133	9.307363	0.80126
E567_393	0.25562292	2.5301783	0.49182
E629_342	2.2339969	-0.6803241	0.42767
E114_785	3.6923208	-4.382115	0.98491
E399_636	3.8232296	-3.6828556	0.79748
E431_241	-2.8924773	1.73782	0.30063
E464_8	-10.268545	3.2308838	0.00755
E315_580	2.390692	-1.3067014	0.72704
E734_229	-1.8648361	2.8368635	0.28553
E267_407	3.9072273	7.6413836	0.50943
E283_678	3.9505315	-3.6926026	0.85031
E401_584	4.6888146	-3.550202	0.73208
E915_699	4.1272655	-4.3756347	0.87673
E443_2	-10.338773	3.341879	0.0
E342_752	4.142282	-3.7310572	0.9434
E47_745	4.66254	-4.0633187	0.93459
E511_190	-5.664642	2.4409707	0.23648
E269_550	1.1899648	4.070389	0.68931
E494_224	-3.7775292	2.8545911	0.27925
E87_213	-4.9612136	3.5825636	0.26541
E16_546	3.0689185	6.3338723	0.68428
E468_391	1.3270451	4.3198147	0.48931
E307_280	-0.4850073	1.7420335	0.34969
E555_33	-9.5464735	2.9323826	0.03899
E857_365	1.20459	4.3717833	0.4566
E50_292	-1.535983	3.0122027	0.36478
E492_383	2.1485574	-1.6156394	0.47925
E856_202	-3.5904768	2.6238048	0.25157
E424_686	4.0739207	-3.5723295	0.86038
E305_420	2.3108997	5.680674	0.52579
E83_331	0.40685838	3.7819333	0.41384
E694_137	-5.4365845	2.9164343	0.16981
E572_40	-9.6086645	3.621135	0.0478
E179_274	-1.5546094	3.0062304	0.34214
E181_293	-0.64643	3.0079284	0.36604
E854_795	3.7439368	-4.419896	0.99748
E763_774	5.2829747	9.622644	0.97107
E347_256	-4.2137346	3.1110923	0.3195
E363_644	3.3748252	-3.8854623	0.80755
E123_93	-8.456846	3.540506	0.11447
E429_237	-2.1812494	2.0931222	0.2956
E964_57	-8.607185	2.9287865	0.06918
E986_778	5.120487	9.866784	0.9761
E338_215	-3.9356441	2.6128716	0.26792
E860_327	-0.96969986	3.2369592	0.40881
E697_165	-4.986936	2.516186	0.20503
E362_393	0.95659596	4.34134	0.49182
E850_506	1.5009191	-0.3644486	0.63396
E354_574	4.706101	8.53275	0.7195
E614_648	5.4649076	9.27772	0.81258
E715_795	3.5755117	-4.164654	0.99748
E184_146	-6.640932	3.0946028	0.18113
E187_713	5.2241707	10.212899	0.89434
E203_562	4.985525	9.004328	0.7044
E143_666	6.110681	8.425937	0.83522
