	dim1	dim2	pt
E921_551	2.7156544	-7.416365	0.69009
E647_550	-0.84776086	-4.0831323	0.68883
E398_206	1.7811838	5.9262505	0.25721
E658_434	4.5498433	-0.98800474	0.54329
E544_320	0.70527834	3.0078785	0.40025
E28_625	1.0613936	-7.1062765	0.78294
E59_673	2.7233453	-6.570861	0.84316
E567_791	1.3724792	-11.168004	0.99122
E465_424	4.279402	1.1153138	0.53074
E492_211	1.3521315	4.2691708	0.26349
E312_469	-2.5890715	-0.35219008	0.5872
E995_780	1.9285771	-10.131276	0.97742
E268_702	1.9116203	-7.543241	0.87955
E886_201	1.2836508	7.8069077	0.25094
E801_262	0.9868908	7.9873934	0.32748
E954_604	1.9228253	-6.02481	0.75659
E152_381	1.3779428	2.8352346	0.47679
E308_405	-1.3682168	0.5392092	0.5069
E109_319	2.1663554	2.0430088	0.399
E368_649	2.4144907	-6.244329	0.81305
E220_95	2.1108294	11.28296	0.11794
E421_113	1.186428	10.311695	0.14053
E376_244	1.7203376	4.9937224	0.30489
E742_426	3.7056026	0.1242095	0.53325
E785_301	3.7156394	0.9766679	0.37641
E904_65	1.4127171	11.000368	0.0803
E628_794	1.6502463	-11.1108265	0.99498
E710_658	-1.4364115	-4.70159	0.82434
E496_696	-0.49477628	-5.6286387	0.87202
E705_87	0.9906145	10.278709	0.1079
E896_336	2.2867525	1.439429	0.42033
E697_137	0.8082619	7.953144	0.17064
E300_543	3.9250002	-0.783927	0.68005
E349_595	-1.9923713	-3.278144	0.74529
E254_770	1.5735952	-10.2607355	0.96487
E713_795	0.6786838	-9.926719	0.99624
E174_287	3.1080275	1.6125299	0.35885
E11_370	3.6179082	0.1856236	0.46299
E367_459	-0.73304975	0.6765196	0.57465
E17_170	1.4187219	7.9511514	0.21205
E61_786	1.7617306	-11.224148	0.98494
E460_316	0.41441816	2.3821514	0.39523
E309_266	1.752747	2.7473629	0.3325
E87_452	3.974988	0.29705402	0.56587
E399_64	1.9045475	11.32035	0.07905
E158_10	1.5722336	12.887554	0.01129
E513_798	2.0929601	-10.849327	1.0
E900_560	-1.4688356	-4.003735	0.70138
E413_540	-1.3573481	-4.2286234	0.67629
E915_158	0.8548973	6.828264	0.19699
E946_522	-1.9957677	-1.3976723	0.6537
E269_93	1.9007466	9.863976	0.11543
E247_764	1.9215808	-10.386498	0.95734
E284_578	3.1115584	-4.279044	0.72396
E187_142	1.5792373	9.369802	0.17691
E320_559	3.9102404	-3.415337	0.70013
E625_591	2.1824763	-6.066123	0.74028
E444_36	1.7200848	12.173789	0.04391
E459_195	1.0068105	4.6469884	0.24341
E503_231	1.1357726	5.368785	0.28858
E745_79	2.3355467	11.898998	0.09787
E872_797	1.8104272	-11.223917	0.99875
E358_227	1.5313792	6.9913626	0.28356
E104_695	1.4377604	-8.796699	0.87077
E57_692	1.8191228	-8.164439	0.867
E827_688	2.281949	-5.495979	0.86198
E303_499	-1.2811891	0.42760774	0.62484
E396_696	1.7775973	-8.961962	0.87202
E394_58	2.2111487	12.3131275	0.07152
E825_721	1.3305168	-10.4413805	0.90339
E806_538	3.8539326	-1.8497446	0.67378
E35_560	-0.900178	-3.6720881	0.70138
E283_773	1.1349605	-8.479868	0.96863
E562_607	0.0044111162	-6.1365013	0.76035
E387_285	1.2283565	6.7236805	0.35634
E568_502	-1.8876349	-0.91128397	0.62861
E738_166	0.82998896	7.20605	0.20703
E726_259	0.65107095	6.3371477	0.32371
E272_337	4.0811677	-0.45304477	0.42158
E102_478	-2.7124443	-1.158288	0.59849
E181_459	4.1924734	-0.5212915	0.57465
E782_580	2.1061668	-8.066042	0.72647
E615_11	2.0913742	12.976263	0.01255
E698_309	1.7015727	2.0939217	0.38645
E299_652	0.44918928	-8.114734	0.81681
E569_328	-1.2199928	1.1224451	0.41029
E536_79	1.7558192	10.805798	0.09787
E933_262	0.6440184	3.7169905	0.32748
E316_608	-1.8430674	-3.1688972	0.76161
E424_635	-0.03682015	-6.9092274	0.79548
E831_84	1.7322673	11.337585	0.10414
E627_53	1.9476656	12.123073	0.06524
E230_374	4.0306234	-0.35829985	0.46801
E176_203	1.4925662	5.0669713	0.25345
E74_676	1.5490841	-7.859198	0.84693
E771_332	1.4451516	1.8982004	0.41531
E786_76	1.1635842	10.787242	0.0941
