	dim1	dim2	pt
E367_372	2.5765626	-2.0347285	0.4655
E722_654	3.8388474	8.527744	0.81932
E989_226	-2.2344375	-1.1315572	0.28231
E971_746	3.147955	7.7407994	0.93476
E975_321	1.7250336	-1.3641194	0.40151
E927_228	-3.2386937	-0.9251331	0.28482
E745_327	1.7405187	-1.4332333	0.40903
E82_679	5.7117887	-3.9520876	0.85069
E817_141	-5.6846166	-2.7521234	0.17566
E973_326	-0.3157647	-0.29489505	0.40778
E701_127	-5.611906	-2.1514747	0.15809
E891_330	0.946544	2.7454383	0.4128
E526_795	6.2588625	-5.2102585	0.99624
E559_196	-5.1739054	-1.7967942	0.24467
E190_346	1.5189755	-0.9757699	0.43287
E255_415	1.6567576	4.3719373	0.51945
E501_602	2.826427	8.696171	0.75408
E897_598	2.214852	8.175744	0.74906
E521_637	3.9240725	-2.998114	0.79799
E479_484	2.4782298	7.4196754	0.60602
E962_151	-6.2670135	-3.219749	0.18821
E600_786	6.310099	-5.273664	0.98494
E309_558	2.9249144	-1.7759626	0.69887
E954_113	-5.9479647	-2.0450914	0.14053
E512_111	-7.10803	-2.2976124	0.13802
E471_772	2.8265536	9.710649	0.96738
E855_543	5.138343	-3.6712017	0.68005
E423_446	5.109322	-3.9080608	0.55834
E429_189	-3.38223	-1.9203395	0.23588
E950_491	2.3342123	8.659776	0.61481
E212_156	-6.59051	-2.4481602	0.19448
E407_17	-9.418124	-3.8851645	0.02008
E735_122	-7.637895	-2.714231	0.15182
E334_798	6.43459	-5.0587106	1.0
E824_173	-5.571019	-1.6241181	0.21581
E176_718	6.1875916	-5.0016737	0.89962
E307_616	5.5009675	-4.2496467	0.77164
E515_696	5.3833017	-4.6855745	0.87202
E780_207	-3.5708723	-1.2861909	0.25847
E278_144	-6.050882	-2.7001746	0.17942
E371_306	0.5188695	1.0481462	0.38269
E0_382	1.6053312	3.9709358	0.47804
E835_528	5.1454506	-3.398997	0.66123
E598_209	-5.0744386	-1.612541	0.26098
E939_695	5.832652	-5.0890555	0.87077
E899_35	-9.280861	-3.6663153	0.04266
E733_11	-9.550385	-4.003974	0.01255
E4_746	6.1608086	-4.730334	0.93476
E485_760	3.6564257	9.21791	0.95232
E47_171	-4.6440287	-1.9434302	0.2133
E81_342	1.5310072	3.577399	0.42785
E89_119	-5.827153	-1.9929786	0.14806
