	dim1	dim2	pt
E258_588	6.202926	-0.8126188	0.7365119196988708
E276_789	-4.3101945	3.9758422	0.98870765370138
E410_535	5.3680816	-2.8827398	0.6700125470514429
E868_382	6.9033093	1.195462	0.4780426599749059
E919_684	1.2744234	-4.5808644	0.8569636135508155
E407_563	5.850931	-2.2831175	0.7051442910915935
E837_187	-1.5715177	5.2818327	0.233375156838143
E497_320	5.295056	3.5174298	0.4002509410288582
E914_201	1.5901364	6.310779	0.2509410288582183
E546_311	2.3967624	7.0114427	0.3889585947302384
E504_75	-3.5605834	2.382847	0.0928481806775407
E487_209	0.40312755	6.9656253	0.260978670012547
E993_228	1.0932617	5.701728	0.2848180677540778
E238_509	6.41579	0.21250306	0.6373902132998746
E171_513	2.0463047	-5.870505	0.6424090338770388
E886_783	-3.8134463	4.7757535	0.9811794228356336
E716_664	-4.875821	-1.3654703	0.8318695106649937
E583_214	2.7223945	6.2783785	0.2672521957340025
E535_414	6.6442704	1.1315256	0.5181932245922208
E722_395	6.6508646	-0.3901127	0.49435382685069
E674_115	-4.565801	3.4651442	0.1430363864491844
E406_631	-5.483405	-0.15363902	0.7904642409033877
E255_736	-2.8348846	-4.1937985	0.9222082810539524
E900_315	6.1182127	-0.059925713	0.3939774153074027
E502_535	6.5098653	-0.17854334	0.6700125470514429
E796_76	-4.635999	1.5857021	0.0941028858218318
E862_48	-3.1275082	0.5802259	0.0589711417816813
E299_482	7.3830585	0.9410923	0.6035131744040151
E924_26	-3.3065386	-0.5839422	0.0313676286072772
E105_540	2.286518	-4.5519695	0.6762860727728983
E510_36	-3.3600378	-0.4247893	0.0439146800501882
E867_765	-2.9417846	-3.948064	0.958594730238394
E675_268	3.297646	6.577249	0.3350062735257214
E438_635	-1.3181778	-4.424677	0.795483061480552
E480_642	4.9139986	-4.113586	0.8042659974905897
E197_749	2.0194216	-5.7569056	0.9385194479297364
E968_668	-3.6245282	-3.290599	0.8368883312421581
E857_131	-2.6200323	3.5220518	0.1631116687578419
E617_121	-4.256675	3.220714	0.1505646173149309
E948_104	-4.8873444	0.9429019	0.1292346298619824
E323_696	-2.2312832	-4.214571	0.8720200752823086
E336_539	5.7447915	-3.4460175	0.6750313676286073
E996_60	-4.215752	0.16669464	0.0740276035131744
E50_152	-1.5815909	6.2626963	0.1894604767879548
E727_689	0.9826694	-5.630251	0.863237139272271
E478_151	-1.6095843	4.8432384	0.1882057716436637
E870_220	2.4447656	7.651706	0.274780426599749
E508_225	0.81371176	8.058555	0.2810539523212045
E957_720	-5.302694	-1.4315863	0.9021329987452948
E285_90	-2.7098312	3.5351326	0.1116687578419071
E607_785	-1.1525617	-4.184058	0.9836888331242158
E687_341	3.3909645	7.519616	0.4265997490589711
E207_461	6.4991984	-2.809722	0.5771643663739021
E25_584	3.4533744	-4.511181	0.7314930991217063
