	dim1	dim2	pt
E686_466	1.8739599	-1.7516819	0.58564
E612_114	-8.851101	-5.025596	0.14232
E789_630	8.181367	4.0986423	0.79219
E299_775	10.019425	4.765528	0.97481
E628_790	10.678546	5.056567	0.9937
E975_485	3.2101624	4.481077	0.60957
E834_333	-1.2150309	-1.1866858	0.41814
E58_358	-1.020607	2.100324	0.44962
E199_546	4.071887	-1.012396	0.6864
E596_470	3.5152693	-1.7994394	0.59068
E392_700	10.027302	5.143649	0.88035
E775_188	-4.502516	-2.5850725	0.23552
E94_747	8.582678	3.4684641	0.93955
E425_543	2.657655	4.2658	0.68262
E754_135	-9.077018	-4.320495	0.16877
E344_657	9.431814	3.8599298	0.8262
E25_305	-1.5283725	-1.1849267	0.38287
E455_461	4.293038	-1.0198637	0.57935
E737_394	-0.5979335	3.2010212	0.49496
E571_485	0.39057887	4.1618366	0.60957
E121_641	7.1997046	2.0623431	0.80605
E86_122	-7.987675	-4.3074236	0.15239
E688_795	10.40054	5.638192	1.0
E631_707	8.429165	4.394652	0.88917
E277_766	10.238917	5.159692	0.96348
E721_145	-8.450283	-4.3969903	0.18136
E239_257	-2.4600694	-1.1958356	0.32242
E317_307	-2.2203784	-1.517609	0.38539
E594_295	-1.1473173	-1.496497	0.37028
E31_11	-11.478665	-5.4457245	0.01259
E894_394	-0.44112554	3.3177998	0.49496
E610_239	-4.835251	-2.8667617	0.29975
E541_501	0.12998067	2.2055387	0.62972
E184_366	-1.0948611	0.9444366	0.4597
E22_775	10.209324	5.3738008	0.97481
E261_587	6.7405224	3.0475264	0.73804
E70_499	0.18657155	3.8343568	0.6272
E986_124	-7.92215	-3.2607763	0.15491
E830_451	-0.19927008	3.0524242	0.56675
E773_509	1.8660268	-1.7686768	0.6398
E173_623	6.705852	2.447039	0.78338
E501_246	-3.724333	-1.8235745	0.30856
E290_489	2.0751562	3.8555493	0.61461
E770_704	9.554474	3.462305	0.88539
E855_536	3.994753	-1.2661154	0.6738
E907_315	-0.63150454	-0.584379	0.39547
E853_127	-8.554427	-3.0036077	0.15869
E146_558	5.420542	4.0407224	0.70151
E303_257	-3.0158017	-1.9426069	0.32242
E947_236	-3.6117196	-1.5571135	0.29597
E359_448	3.345567	-1.8837978	0.56297
E598_703	8.657214	4.614933	0.88413
E409_393	-0.64316726	3.2084453	0.4937
E524_740	8.974782	4.6366444	0.93073
E174_557	4.670287	-0.51395935	0.70025
E651_553	3.9927764	4.7848883	0.69521
E262_144	-6.146597	-3.4499137	0.1801
E899_505	2.3385463	-2.0799015	0.63476
E251_65	-10.461484	-5.813921	0.0806
E532_390	-0.54034644	2.418487	0.48992
E746_663	7.2560678	3.9272933	0.83375
E97_628	7.2023773	2.4885511	0.78967
E607_173	-5.655009	-3.575094	0.21662
E799_206	-4.7780046	-2.2356544	0.25819
E675_430	0.5724935	3.627147	0.5403
E152_153	-7.0794153	-4.3290763	0.19144
E74_722	9.269598	4.1840725	0.90806
E312_785	8.890772	4.889628	0.98741
E657_487	-0.33945855	4.296664	0.61209
E264_695	9.019979	3.2087862	0.87406
E144_419	0.0070128655	3.2261977	0.52645
E543_477	-0.07335739	4.255135	0.5995
E815_684	7.6680846	4.121252	0.8602
E706_84	-9.145823	-4.1439376	0.10453
E764_361	-1.4988002	1.4753006	0.4534
E527_113	-8.07022	-4.2033086	0.14106
E51_316	-1.3187428	-0.63318014	0.39673
E486_140	-8.16997	-3.8348005	0.17506
E65_496	5.7569637	0.37400788	0.62343
E720_678	7.760572	3.151032	0.85264
E123_254	-4.057047	-2.4439728	0.31864
E375_371	0.46116906	-2.1216936	0.46599
E534_688	9.328761	4.277239	0.86524
E709_373	0.5482076	3.214163	0.46851
E151_588	5.8982806	1.5225583	0.73929
E838_145	-6.433375	-3.7518334	0.18136
E50_2	-11.590573	-5.9561667	0.00126
E352_769	9.962541	4.035234	0.96725
E561_523	2.70183	-1.594871	0.65743
E552_12	-11.456376	-5.5483503	0.01385
E286_448	0.99689996	4.6122804	0.56297
E23_370	0.23117375	3.5696971	0.46474
E20_684	7.396483	2.2514408	0.8602
E407_170	-6.5990458	-3.0644877	0.21285
E595_580	4.6700425	3.729207	0.72922
E207_633	7.7616353	4.3381686	0.79597
E798_140	-8.7265625	-4.3636065	0.17506
E655_698	9.157335	3.0193799	0.87783
E579_264	-4.0013123	-2.5994132	0.33123
E708_147	-7.1172094	-4.1836605	0.18388
E84_726	9.151892	5.0134826	0.9131
E804_238	-2.8434806	-1.2828456	0.29849
E667_91	-9.600534	-4.6372786	0.11335
E234_590	7.5261984	3.1318603	0.74181
E457_446	0.021947727	4.352114	0.56045
E796_573	2.8141003	4.3460374	0.7204
E821_454	1.4601524	3.7692952	0.57053
E761_338	-0.86196434	2.700172	0.42443
E249_623	6.8139124	1.8447514	0.78338
E195_784	9.759211	3.361352	0.98615
E442_52	-10.146526	-5.4263673	0.06423
E308_309	-1.9477983	0.23122182	0.38791
E955_183	-6.254586	-4.211722	0.22922
E215_580	4.270854	-0.78072286	0.72922
E774_116	-7.5053453	-3.4263117	0.14484
E559_20	-11.269879	-6.3993874	0.02393
E868_74	-8.735911	-4.5159187	0.09194
E638_766	9.709914	5.1655	0.96348
E782_209	-2.8432148	-1.2173645	0.26196
E509_9	-11.322907	-6.3482666	0.01008
E806_390	1.1490371	-1.6361984	0.48992
E615_77	-10.059036	-6.048061	0.09572
E310_80	-9.858715	-5.0341144	0.0995
E138_508	2.8965223	-1.9011111	0.63854
E519_747	9.427274	5.1067967	0.93955
E472_372	0.893419	-1.8374376	0.46725
E741_330	0.019055562	-1.6044577	0.41436
E322_482	4.161384	-2.4454684	0.60579
E966_603	6.180091	1.2645142	0.75819
E769_333	-2.0228362	-1.0114701	0.41814
E590_359	-0.5715708	2.3622427	0.45088
E874_794	9.600248	4.286099	0.99874
E693_283	-1.2376	-0.53504354	0.35516
E328_515	4.0268474	-2.3167074	0.64736
E967_99	-9.163103	-5.284832	0.12343
E513_38	-10.162598	-5.376398	0.0466
E766_31	-10.983191	-5.9399943	0.03778
E72_280	-0.34171152	-1.5544809	0.35139
E321_501	6.209304	3.8674161	0.62972
E30_415	-0.4137812	3.8214545	0.52141
E60_500	2.1768675	4.518555	0.62846
E592_63	-10.467721	-6.2914824	0.07809
E289_594	6.631386	2.3037803	0.74685
E549_33	-10.366704	-5.4878364	0.0403
E309_91	-8.81254	-4.925027	0.11335
E685_147	-8.419017	-3.6319005	0.18388
E360_591	5.23497	0.25892437	0.74307
E103_646	6.9259706	3.6469743	0.81234
E665_221	-2.1476533	-0.6516504	0.27708
E240_9	-11.446157	-6.0970964	0.01008
E642_165	-5.3502564	-3.0139427	0.20655
E408_98	-9.311888	-4.8458557	0.12217
E970_245	-3.3930902	-0.99484015	0.3073
E747_180	-6.6385913	-3.8464248	0.22544
E53_202	-3.153457	-2.1879976	0.25315
E984_94	-7.750038	-4.0422196	0.11713
E743_600	8.722232	4.667875	0.75441
E662_758	9.016405	4.0272584	0.9534
E255_402	2.4653673	-2.3367062	0.50504
E270_344	0.79381704	-2.0227325	0.43199
E547_247	-3.85158	-2.515591	0.30982
E48_710	3.0170412	4.227892	0.89295
E217_665	6.7022114	4.4360538	0.83627
E476_490	3.6694515	-1.1624618	0.61587
E583_75	-10.096666	-5.9052186	0.0932
E820_306	-1.8268504	-2.1018012	0.38413
E428_60	-10.684147	-5.377747	0.07431
E68_659	9.935175	4.992567	0.82872
E601_82	-10.291412	-4.2399173	0.10202
E166_301	0.28011456	-1.644847	0.37783
E635_286	-1.8496192	-0.9073802	0.35894
E105_704	7.789867	4.9191437	0.88539
E982_144	-7.621467	-3.758333	0.1801
E824_547	1.7435627	4.9803925	0.68766
E892_127	-7.5200524	-4.925826	0.15869
E937_312	-1.1132498	2.1058068	0.39169
E640_347	-1.4036332	1.0012237	0.43577
E127_43	-10.498387	-4.687772	0.0529
E96_579	6.699709	1.8005251	0.72796
E660_655	5.906567	1.3141768	0.82368
E403_607	6.510934	2.1363602	0.76322
E514_334	-0.2723789	2.341783	0.4194
E485_169	-5.9904795	-3.3949401	0.21159
E197_482	2.2839148	-1.7384148	0.60579
E690_316	-1.0948997	1.5072198	0.39673
E128_721	6.07944	1.9475023	0.9068
E182_736	9.6886215	4.1756344	0.92569
E196_46	-10.039684	-4.825717	0.05668
E637_280	-2.0569293	-0.33323884	0.35139
E968_307	-0.13537987	-1.8980386	0.38539
E629_523	4.7846313	-0.4054874	0.65743
E574_129	-8.231132	-3.382561	0.16121
E908_358	-0.046506383	2.9565837	0.44962
E33_539	5.971588	1.9386023	0.67758
E420_649	10.2283125	4.335462	0.81612
E245_584	2.364862	4.4691286	0.73426
E808_358	0.24558266	-1.3415349	0.44962
E0_721	7.3642497	4.5052414	0.9068
E827_527	3.2331262	-1.6323868	0.66247
E732_34	-10.812379	-6.3327765	0.04156
E614_39	-10.734252	-4.868363	0.04786
E250_682	6.035864	4.2367973	0.85768
E209_682	8.828846	3.5425725	0.85768
E522_493	3.1120636	4.1879973	0.61965
E734_555	0.91938615	3.783961	0.69773
E342_375	1.4450634	-2.1168697	0.47103
E456_482	1.6899337	4.1231275	0.60579
E212_45	-10.931009	-6.448868	0.05542
E140_12	-11.509264	-5.517627	0.01385
E508_743	9.848751	4.5915318	0.93451
E797_685	0.5980612	-0.986247	0.86146
E247_768	10.202636	5.1485023	0.96599
E331_697	10.447387	4.407427	0.87657
E680_390	-0.45514178	2.8260443	0.48992
E29_91	-9.380402	-5.4191513	0.11335
E925_445	0.6803071	4.053474	0.55919
E555_83	-9.52214	-4.4590034	0.10327
E349_215	-4.8888187	-2.6660964	0.26952
E909_751	8.199846	4.5512905	0.94458
E168_106	-9.490298	-4.0960956	0.13224
E189_147	-6.809444	-3.6483943	0.18388
E611_646	3.9985883	4.6593533	0.81234
E142_86	-9.2404585	-4.152167	0.10705
E179_344	-0.75794345	-1.7148778	0.43199
E765_601	1.9294246	4.490875	0.75567
E323_416	-0.41753057	3.6819797	0.52267
E620_446	1.9297788	-1.7680062	0.56045
E698_354	-0.26810187	-0.75981617	0.44458
E533_479	1.2921708	-2.2419176	0.60202
E661_554	6.221728	0.6972739	0.69647
E491_111	-8.171004	-3.737361	0.13854
E608_413	1.5341667	-1.5083903	0.51889
E378_81	-9.377376	-4.0586343	0.10076
E825_259	-1.5571324	-0.01791961	0.32494
E562_15	-11.427126	-5.6772118	0.01763
E118_442	3.1129022	-2.4146736	0.55542
E663_593	2.3954306	4.913577	0.74559
E178_625	7.8171973	2.3934708	0.78589
E500_462	-0.7279131	3.0303855	0.5806
E597_556	4.4457483	-0.86655533	0.69899
E580_274	-5.3787093	-2.602588	0.34383
E161_32	-11.075188	-5.125754	0.03904
E163_759	9.792353	5.3797436	0.95466
E448_348	-0.14835301	-2.1356776	0.43703
E15_562	-0.028739242	4.0647326	0.70655
E677_3	-11.591617	-5.758991	0.00252
E923_402	1.2588112	-1.7824568	0.50504
E718_27	-11.137772	-6.4082475	0.03275
E733_534	3.9847543	-0.9194594	0.67128
E644_542	1.4482794	3.7557917	0.68136
E911_300	-1.1767246	-1.2139212	0.37657
E67_349	-0.75708187	-0.51986074	0.43829
E367_571	1.3413422	4.223715	0.71788
E56_75	-9.222636	-4.826596	0.0932
E468_389	0.70617175	-1.7317684	0.48866
E600_82	-9.788097	-5.7563014	0.10202
E748_789	10.573854	4.7950177	0.99244
E857_751	4.9398665	4.4424996	0.94458
E850_731	5.900616	4.3177643	0.9194
E586_41	-10.758291	-5.700009	0.05038
