	dim1	dim2	pt
E386_301	2.2543104	-1.127424	0.37563
E705_577	2.1766315	-8.827249	0.72236
E484_615	-6.064302	1.7329571	0.7701
E57_253	2.4305422	1.6073525	0.31533
E507_618	2.8480566	-8.839687	0.77387
E502_602	-5.635838	1.8804104	0.75377
E551_518	2.9727662	-7.1027775	0.64824
E736_478	2.548631	-5.0699935	0.59799
E578_638	-5.260382	2.239378	0.79899
E667_391	2.6233	-4.3203487	0.48869
E23_3	9.249487	8.376052	0.00126
E294_294	1.163237	1.8396723	0.36683
E476_278	2.6692274	1.026656	0.34673
E78_472	-2.8525586	1.7438219	0.59045
E685_643	3.8242655	-8.708039	0.80528
E995_64	8.2492695	7.4020085	0.07789
E160_98	6.8743696	6.1079926	0.1206
E387_425	2.5950806	0.44879183	0.53141
E900_361	-0.52312547	1.4999032	0.45101
E211_717	2.820161	-9.481149	0.89824
E934_759	3.2261786	-9.5990505	0.95101
E73_281	4.5480585	3.1874762	0.3505
E410_205	5.104382	3.5743105	0.25503
E226_444	-3.7704434	1.8948218	0.55528
E597_247	2.9310005	1.3201061	0.30779
E267_680	3.9352658	-9.408765	0.85176
E379_444	-3.6544192	2.4970932	0.55528
E826_282	2.5395257	1.2183585	0.35176
E692_786	1.8364999	1.7642232	0.98492
E810_248	2.1628695	2.0347075	0.30905
E984_77	7.9456434	7.4188247	0.09422
E657_566	-2.9718425	1.8697159	0.70854
E566_280	4.601251	4.0915613	0.34925
E48_34	8.631342	8.029386	0.0402
E754_71	8.391718	7.1124377	0.08668
E428_282	2.3009896	0.9297042	0.35176
E761_606	-5.5184298	2.4391897	0.75879
E247_296	2.787048	1.3442835	0.36935
E623_752	3.391336	-8.464818	0.94221
E966_519	-3.5094862	2.0331118	0.6495
E144_542	-5.48064	1.9278538	0.67839
E572_435	-1.7367387	1.6904837	0.54397
E858_563	2.8413446	-6.794008	0.70477
E872_234	2.7333128	1.4753712	0.29146
E550_435	-0.33302793	1.6276227	0.54397
