	dim1	dim2	pt
E475_647	-8.201525	3.5689723	0.81006
E94_265	-1.339108	-0.7854992	0.32956
E403_718	0.7128882	7.623198	0.89937
E578_508	1.0577208	6.5349426	0.63522
E542_343	-0.11947358	1.751861	0.42767
E467_778	-7.736021	4.276056	0.97484
E221_169	-0.9991325	-5.598956	0.20881
E305_669	-8.071805	3.74783	0.83774
E38_634	-8.838712	3.9043152	0.79371
E228_4	1.0117314	-8.352275	0.00126
E288_174	-1.7861984	-4.0549407	0.21509
E176_191	-1.314772	-5.0544486	0.23648
E281_324	-2.0085204	0.4511029	0.40377
E175_334	-1.569786	-1.2036254	0.41635
E888_794	-8.760235	3.5825486	0.99497
E74_592	-8.319004	3.2099297	0.74088
E772_458	5.4068656	-3.0429487	0.57233
E744_456	-3.7044098	0.9405251	0.56981
E361_558	-7.6229963	3.972971	0.69811
E575_543	-7.664187	3.098379	0.67925
E387_473	1.4729395	-0.28117242	0.59119
E873_314	0.28986293	2.8423653	0.39119
E412_261	-1.3171061	-0.9855573	0.32453
E719_495	4.729802	-2.2375646	0.61887
E623_784	6.697173	-3.735251	0.98239
E858_544	0.46949986	5.808517	0.6805
E932_255	-1.3119133	-2.7406201	0.31698
E861_448	5.496488	-2.5346284	0.55975
E534_407	4.6819997	-2.0085218	0.50818
E130_312	0.24926233	-0.38785753	0.38868
E698_105	0.13028292	-7.3791203	0.1283
E171_707	6.5348883	-3.213341	0.88553
E188_597	5.3378105	-3.2849247	0.74717
E788_617	6.5025043	-3.2377064	0.77233
E226_292	-1.7978579	-0.13784242	0.36352
E174_552	1.4240199	6.4197016	0.69057
E756_356	-1.1364583	1.7432156	0.44403
E995_231	-2.05205	-2.30092	0.28679
E342_758	6.270696	-3.9854996	0.94969
E920_619	-7.7068214	3.5631502	0.77484
E564_531	0.6409597	6.2658796	0.66415
E547_655	-8.569766	3.9892685	0.82013
E707_437	-3.3172932	-1.0864431	0.54591
E256_398	-7.1508656	3.6612165	0.49686
E798_401	-0.37032637	3.41141	0.50063
E685_248	-1.4727813	-0.7867798	0.30818
E399_360	-1.7318496	-2.4571443	0.44906
E511_657	0.42901215	5.8431573	0.82264
E204_389	1.3782928	-0.44069034	0.48553
E396_329	-0.14462705	1.2057173	0.41006
E88_639	-7.575092	4.152795	0.8
E604_683	0.35992905	7.265452	0.85535
E962_593	-7.21026	3.4069405	0.74214
E43_649	1.280584	7.089131	0.81258
E874_313	-2.165287	0.31743014	0.38994
E80_95	-1.1802411	-6.652621	0.11572
E413_420	0.28280562	4.8267016	0.52453
E651_161	-2.0460608	-4.8019285	0.19874
E739_610	0.60798806	6.851171	0.76352
E676_249	-1.0031866	0.882481	0.30943
E266_302	-0.22235575	-0.6592571	0.3761
E569_752	-8.632442	3.3718815	0.94214
E528_292	-1.7621006	0.035639443	0.36352
E889_767	6.928642	-3.4525008	0.96101
E825_68	-0.20405014	-7.7213006	0.08176
E864_740	1.2969667	7.462479	0.92704
E0_760	-7.7985916	4.2777257	0.9522
E925_754	6.652632	-3.7815897	0.94465
E865_344	-3.1701581	1.214186	0.42893
E478_219	-1.2226293	-4.3777585	0.2717
E267_387	-5.674162	2.9741411	0.48302
E466_689	-8.124124	4.4901075	0.86289
E982_185	-2.0322726	-4.2537565	0.22893
E526_134	-1.1150098	-6.152791	0.16478
E120_190	-1.6356751	-3.8279698	0.23522
E790_544	1.1148205	7.1972246	0.6805
E996_500	-7.575571	3.4523902	0.62516
E358_353	-0.2680642	1.8716147	0.44025
E173_553	-7.580749	4.1919894	0.69182
E993_182	-1.9317821	-3.8650029	0.22516
E34_302	-2.4336605	0.677503	0.3761
E22_631	6.743208	-2.989325	0.78994
E875_733	5.473606	-3.5792885	0.91824
E126_279	-1.4101416	-0.16718501	0.34717
E785_395	0.75374866	-0.52489847	0.49308
E359_588	0.81450987	5.134002	0.73585
E67_293	-0.6099782	-0.49467936	0.36478
E349_40	0.30091205	-8.07921	0.04654
E710_463	-7.514443	3.490889	0.57862
E18_730	-8.867074	3.3378503	0.91447
E104_539	-7.9280086	3.2362819	0.67421
E994_295	-1.104713	0.32442257	0.3673
E348_741	-8.423124	4.032948	0.9283
E591_479	-0.06932674	3.9757516	0.59874
E624_322	-2.1806037	0.006635906	0.40126
E458_111	-0.79891276	-7.1144075	0.13585
E9_476	-5.332357	2.6691651	0.59497
E522_274	-1.3681303	0.25458288	0.34088
E57_137	-1.8896904	-5.5374713	0.16855
E386_730	-8.639645	3.6157155	0.91447
E531_308	-0.45782796	0.7319954	0.38365
E446_503	5.3387856	-2.597502	0.62893
E642_741	6.780263	-3.7620182	0.9283
E235_454	-6.1256795	3.000939	0.5673
