	dim1	dim2	pt
E931_417	0.8249309	-2.5659862	0.51955
E242_389	-2.078136	-0.1395735	0.48424
E210_101	7.5714765	-1.22905	0.12106
E153_656	-0.55799574	9.9545555	0.82093
E454_67	8.077876	-1.4304113	0.07818
E212_522	1.4466748	-4.6909995	0.65195
E846_121	7.969784	-0.8458228	0.14628
E266_589	1.504549	-5.5584254	0.73644
E22_635	1.730843	-6.550297	0.79445
E471_294	0.98587674	1.0311956	0.36444
E752_311	-2.5039358	1.4079552	0.38588
E474_110	7.8449574	0.4531243	0.13241
E82_335	3.9941087	1.2767287	0.41614
E159_584	0.21453188	9.15373	0.73014
E756_400	-3.3710165	0.80213237	0.49811
E301_23	8.507538	-3.1468647	0.0227
E787_227	0.14235942	1.4079559	0.27995
E827_29	8.870456	-2.8281682	0.03026
E311_382	0.0954632	1.2297721	0.47541
E465_708	2.505893	-6.531024	0.88651
E484_527	-0.4429673	6.5953827	0.65826
E218_761	-7.155061	0.5105792	0.95334
E475_530	-0.58911836	8.823967	0.66204
E307_48	8.629853	-1.7097734	0.05422
E600_350	-1.7366328	1.3724524	0.43506
E855_391	1.1447469	2.1705723	0.48676
E157_370	0.04434396	5.1106896	0.46028
E666_797	-1.457461	9.54571	0.99874
E443_306	-1.0186069	1.4515724	0.37957
E410_553	-5.5340796	0.725767	0.69105
E369_391	1.1059182	-3.998375	0.48676
E140_345	0.2565485	2.7027376	0.42875
E902_687	0.0731355	9.342352	0.86003
E813_463	1.4080288	-4.972598	0.57755
E911_38	8.793575	-2.4361348	0.04161
E848_255	0.561363	1.3260126	0.31526
E293_777	0.09375461	10.116153	0.97352
E191_440	-0.19535731	8.187886	0.54855
E91_418	-5.640639	0.685698	0.52081
E13_10	8.589603	-3.4190633	0.00631
E150_423	-3.4601865	1.4980812	0.52711
E269_681	-0.96332914	8.962386	0.85246
E227_160	6.93384	-0.15762338	0.19546
E553_380	0.8938879	-3.5930893	0.47289
E125_211	5.7041454	0.29758176	0.25977
E871_468	-5.707586	0.97651637	0.58386
E842_622	2.5568514	-6.047225	0.77806
E5_655	-6.7910166	1.0936471	0.81967
E561_176	5.9057603	0.4326611	0.21564
E814_159	7.2348337	0.53208727	0.1942
E607_696	2.3972726	-6.7357154	0.87137
E338_700	-0.21210755	8.530392	0.87642
E762_330	-0.43831342	2.5550563	0.40984
E503_190	6.6882157	-0.008173455	0.23329
E90_102	8.082895	-0.55974823	0.12232
E560_294	1.6137239	1.974558	0.36444
E771_126	6.5448613	0.25325432	0.15259
E742_488	0.14618565	4.8229966	0.60908
E727_16	8.5149975	-3.3585713	0.01387
E688_74	8.228643	-1.5259118	0.08701
E480_412	-0.07383086	5.5435066	0.51324
E469_765	-0.5852778	9.950986	0.95839
E319_788	-7.0832953	1.2354865	0.98739
E645_407	0.8777641	-3.2765322	0.50694
E486_26	8.448329	-3.0302055	0.02648
E681_5	8.695772	-3.3931367	0.0
E87_403	-3.1954596	1.239361	0.50189
E111_593	-6.8601	0.23850428	0.74149
E547_55	8.046955	-2.0587685	0.06305
E411_213	4.0917387	1.2994846	0.2623
E668_772	-6.7898617	0.9440687	0.96721
E579_544	-0.55518335	8.555919	0.6797
E441_60	8.324667	-2.43782	0.06936
E698_623	-0.21358156	9.70824	0.77932
E885_370	1.0250165	-3.6650765	0.46028
E52_669	1.4570658	-6.523421	0.83733
E804_606	-0.64847803	9.203838	0.75788
E697_567	-6.651458	1.4995462	0.7087
E402_602	-1.0636548	9.22031	0.75284
E675_160	7.160064	-0.0033742911	0.19546
E508_691	2.1474373	-6.619763	0.86507
E750_333	-2.349007	0.92955065	0.41362
E321_371	-4.5700054	0.9820436	0.46154
E276_324	1.0919734	2.127547	0.40227
E431_154	7.490701	0.17533724	0.18789
E115_483	1.975164	-5.2188115	0.60277
E358_586	0.032423962	7.807416	0.73266
E538_776	2.6234784	-6.5646043	0.97226
E395_404	0.8439288	-2.8517451	0.50315
E994_782	-0.79618937	9.63666	0.97982
E598_9	8.514156	-3.5107121	0.00504
E921_67	7.9684553	-2.0821893	0.07818
E436_348	-4.379508	1.0293304	0.43253
E928_37	8.403695	-2.3481452	0.04035
E406_304	0.025479399	5.1497116	0.37705
E18_284	0.49436596	2.5475755	0.35183
E343_377	-2.805601	1.0695788	0.4691
E481_304	0.5946514	2.061414	0.37705
E534_380	1.0396178	-3.7476835	0.47289
E691_114	7.2556596	-0.841441	0.13745
E193_512	1.9978064	-5.4021945	0.63934
E859_341	0.87336767	-2.9265385	0.42371
E48_109	6.455033	-0.56176686	0.13115
E912_325	-1.4040555	0.8451254	0.40353
E687_691	-0.45283452	8.991979	0.86507
E451_442	1.0617073	-3.8758383	0.55107
E251_208	3.13071	1.8843396	0.25599
E577_335	-0.4247065	1.7945266	0.41614
E196_714	1.9361415	-6.3443933	0.89407
