	dim1	dim2	pt
E165_6	-0.63906217	10.55948	0.00126
E691_485	-2.9737911	-4.3420167	0.60606
E255_395	-2.510796	-2.9767244	0.49242
E77_724	-3.0379748	-5.5140805	0.90783
E659_18	-0.41604385	10.531345	0.01641
E840_358	1.8652982	-0.24849607	0.44571
E22_753	-6.7908764	5.78071	0.94444
E678_589	-2.607989	-3.9903424	0.73737
E66_446	2.046522	-0.33487195	0.55682
E944_558	-4.2280493	-5.1458507	0.69823
E711_723	-3.2881668	-5.583047	0.90657
E465_324	-0.80310684	0.94799495	0.40278
E266_174	0.9211655	6.0871067	0.21338
E953_21	-0.40924105	10.623851	0.0202
E443_646	-4.0835977	-5.4674106	0.80934
E823_166	0.68082	5.7762985	0.20328
E636_361	-0.86712414	0.68147624	0.44949
E560_603	-7.027413	5.2655973	0.75505
E420_788	-3.2835789	-5.7573447	0.98864
E203_723	6.047235	-2.1229513	0.90657
E220_583	3.6133754	-1.115794	0.7298
E3_108	0.4274355	7.246789	0.13005
E347_98	1.0574247	8.32627	0.11742
E616_767	-4.350107	-5.117626	0.96212
E229_536	-6.09371	4.209198	0.67045
E60_41	-0.24926731	9.916247	0.04545
E27_125	0.84426534	6.705026	0.15152
E866_624	-4.3000913	-4.3920527	0.78157
E34_382	4.0131617	-1.4033467	0.47601
E189_554	-2.7074444	-4.3211555	0.69318
E965_341	-0.48376355	0.9029128	0.42424
E809_451	5.596613	-1.1633352	0.56313
E863_162	1.6951035	6.156149	0.19823
E817_713	6.2526937	-1.6655477	0.89394
E565_323	-1.7164819	1.2806202	0.40152
E118_269	-0.8022519	1.9589576	0.33333
E321_357	-2.388141	-2.9848714	0.44444
E516_53	0.14004205	9.926815	0.06061
E378_591	-7.3125744	5.982471	0.7399
E501_789	-3.7692564	-5.9427032	0.9899
E864_433	-1.5935557	-1.0147264	0.5404
E619_282	0.058239788	2.1540496	0.34975
E849_759	5.863975	-2.3265111	0.95202
E100_623	-7.4750333	5.159608	0.7803
E830_463	3.7010493	-1.2430816	0.57828
E727_66	0.29834047	10.060773	0.07702
E596_204	1.0884396	5.8863616	0.25126
E758_202	0.088222004	5.2963758	0.24874
E110_649	-3.731606	-5.1230917	0.81313
E677_193	0.2287415	3.4941933	0.23737
E593_361	0.54181296	0.5137976	0.44949
E621_375	-1.5375972	-1.0563182	0.46717
E434_456	-2.2251518	-2.7353852	0.56944
E892_243	0.4179629	5.073475	0.30051
