	dim1	dim2	pt
E204_751	-2.16121	-3.7432768	0.94221
E83_357	-1.5210737	2.2317464	0.44724
E924_640	8.303413	1.7561845	0.80276
E220_241	-3.7214267	-0.77651644	0.30151
E795_302	-2.7856493	-0.17987959	0.37814
E629_133	-8.367053	-2.4888394	0.16583
E884_174	-6.9886975	-2.279936	0.21734
E166_304	-1.9250208	1.4923283	0.38065
E739_755	8.761522	2.1327286	0.94724
E800_302	-3.7912347	-0.62996674	0.37814
E564_27	-12.4047365	-2.8014698	0.03266
E92_120	-9.8483925	-3.0958855	0.1495
E386_459	5.2153687	-0.9191587	0.57538
E642_161	-7.23215	-2.6683476	0.20101
E489_295	-4.117546	-1.1752372	0.36935
E725_641	9.881285	1.3380231	0.80402
E275_566	2.2752604	-2.3049004	0.7098
E319_183	-6.808142	-2.699391	0.22864
E184_571	2.3839219	3.06614	0.71608
E465_162	-8.720167	-2.1739314	0.20226
E58_71	-11.4024725	-2.6107206	0.08794
E203_356	-1.8316557	1.5292078	0.44598
E496_293	-7.8348255	-2.1864152	0.36683
E673_90	-10.966448	-2.7664344	0.11181
E643_162	-9.455565	-2.415504	0.20226
E322_177	-7.332272	-3.0590935	0.22111
E126_59	-11.686254	-3.5758755	0.07286
E36_383	0.5216876	-2.3295126	0.4799
E738_797	10.785222	1.9636166	1.0
E409_458	1.7169682	-3.1009471	0.57412
E497_472	-0.010729669	3.5862768	0.59171
E62_147	-8.461082	-2.3687916	0.18342
E939_751	10.292624	1.7894139	0.94221
E751_716	7.1991477	0.5477564	0.89824
E591_517	2.081093	3.397525	0.64824
E146_183	-6.254473	-2.1432903	0.22864
E481_654	7.796416	1.6615034	0.82035
E704_339	-1.5652595	-1.755748	0.42462
E71_487	1.2332903	-2.7891395	0.61055
E86_219	-5.832147	-2.0394928	0.27387
E595_176	-7.6904163	-2.2859678	0.21985
E97_148	-8.892966	-2.9690905	0.18467
E313_116	-11.812255	-2.583054	0.14447
E56_441	0.2703444	2.865556	0.55276
E906_411	-0.32518274	3.1431036	0.51508
E922_561	2.0411503	2.923022	0.70352
E747_692	7.568395	1.3556482	0.86809
E606_46	-11.834592	-2.6557717	0.05653
E526_368	0.4350105	-2.7297313	0.46106
E337_550	7.6927233	-0.6507734	0.6897
E111_235	-3.8163466	-1.0672317	0.29397
E753_561	4.641438	-1.1607189	0.70352
E291_530	0.6343015	3.2130673	0.66457
E351_662	5.8648643	-0.09134952	0.8304
E505_587	9.362254	1.7698101	0.73618
E619_334	-1.8493135	-1.1392767	0.41834
