	dim1	dim2	pt
E907_237	-2.1379218	0.594931	0.29545
E156_328	0.86497897	3.1254466	0.41035
E717_329	1.3395684	-2.1887636	0.41162
E612_539	6.400623	0.6726916	0.67677
E760_172	-4.87534	-0.34217995	0.21338
E818_364	1.0976598	5.185121	0.45581
E198_688	2.6596901	9.131201	0.8649
E247_437	1.2056745	5.461421	0.54798
E180_120	-5.282173	-0.30425715	0.14773
E104_526	6.5435605	0.799418	0.66035
E573_290	0.84953296	3.370302	0.36237
E990_14	-7.0462823	-3.3419356	0.01389
E703_607	7.428695	0.3461487	0.76263
E465_540	0.4557048	-6.2644463	0.67803
E692_795	2.4986758	9.814382	1.0
E664_750	2.013704	10.069223	0.94318
E157_306	1.0606061	1.6595569	0.38258
E549_662	2.5897713	8.951831	0.83207
E335_506	1.9784579	7.682957	0.6351
E73_665	7.50302	0.46021408	0.83586
E952_682	1.9769689	9.2782755	0.85732
E820_131	-6.2722383	-0.23400818	0.16162
E773_744	-0.12874374	-6.697802	0.93561
E744_496	4.219675	1.4102987	0.62247
E460_78	-6.7761784	-1.6163145	0.0947
E56_561	2.3186433	8.8152275	0.70455
E684_618	1.8823555	9.052644	0.77652
E42_509	3.104128	1.4238904	0.63889
E322_423	1.9783344	2.088464	0.5303
E840_399	4.8112907	0.72445554	0.5
E458_760	2.2976296	8.730692	0.95581
E446_364	0.67596024	-1.4892364	0.45581
E948_436	0.532482	-5.732581	0.54672
E374_76	-6.4313817	-2.247772	0.09217
E472_314	0.574333	-0.20039015	0.39268
E127_482	0.6832589	-5.0284057	0.6048
E997_495	0.8630292	-3.3989804	0.62121
E448_610	0.14409997	-6.252663	0.76641
E872_717	2.5520606	9.388345	0.90152
E753_577	2.4282265	8.995061	0.72475
E76_506	1.0836521	4.4182262	0.6351
E940_569	0.86756134	-6.5968795	0.71465
E191_62	-6.972205	-2.2445486	0.07449
E927_631	0.56458336	-6.19178	0.79293
E468_511	0.73476386	-2.755902	0.64141
E23_4	-7.1135817	-3.379921	0.00126
E942_515	7.173382	1.6236386	0.64646
E766_163	-5.894147	-0.17730348	0.20202
E903_739	1.5613209	9.481746	0.92929
E265_65	-6.3931384	-1.5902652	0.07828
E209_652	7.0498133	0.67797214	0.81944
E390_521	-0.47589934	-5.6403236	0.65404
E169_76	-6.303397	-1.7473985	0.09217
E991_677	0.48232746	-6.649231	0.85101
E924_150	-4.9111686	0.9539665	0.18561
E416_648	1.8049392	9.187039	0.81439
E78_476	1.317576	8.675513	0.59722
E280_273	0.27686647	1.3457626	0.34091
E455_433	0.5060191	-4.966357	0.54293
E497_672	1.8156824	9.584821	0.8447
E404_200	-4.263243	0.6100511	0.24874
E272_325	0.3063498	2.939339	0.40657
E27_515	2.1040914	8.637468	0.64646
E382_352	1.444865	2.2323887	0.44066
E836_234	-4.7249527	-0.0036139507	0.29167
E771_642	7.716411	0.6254672	0.80682
E271_781	8.081827	0.7350313	0.98232
E476_397	3.5810404	1.0038975	0.49747
